CD_MUN,NM_MUN,SIGLA_UF,AREA_KM2
"4119152",Pinhais,PR,60.869
"4119202",Pinhalão,PR,220.625
"4119251",Pinhal de São Bento,PR,97.463
"4119301",Pinhão,PR,2001.588
"4119400",Piraí do Sul,PR,1345.417
"4119509",Piraquara,PR,227.042
"4119608",Pitanga,PR,1663.747
"4119657",Pitangueiras,PR,123.229
"4119707",Planaltina do Paraná,PR,356.192
"4119806",Planalto,PR,346.241
"4119905",Ponta Grossa,PR,2054.732
"4119954",Pontal do Paraná,PR,200.410
"4120002",Porecatu,PR,291.663
"4120101",Porto Amazonas,PR,186.581
"4120150",Porto Barreiro,PR,361.020
"4120200",Porto Rico,PR,217.676
"4120309",Porto Vitória,PR,213.013
"4120333",Prado Ferreira,PR,153.399
"4120358",Pranchita,PR,226.140
"4120408",Presidente Castelo Branco,PR,155.734
"4120507",Primeiro de Maio,PR,414.442
"4120606",Prudentópolis,PR,2247.141
"4120655",Quarto Centenário,PR,321.875
"4120705",Quatiguá,PR,112.689
"4120804",Quatro Barras,PR,180.471
"4120853",Quatro Pontes,PR,114.393
"4120903",Quedas do Iguaçu,PR,821.503
"4121000",Querência do Norte,PR,914.763
"4121109",Quinta do Sol,PR,326.177
"4121208",Quitandinha,PR,447.024
"4121257",Ramilândia,PR,237.196
"4121307",Rancho Alegre,PR,167.646
"4121356",Rancho Alegre D'Oeste,PR,241.386
"4121406",Realeza,PR,353.416
"4121505",Rebouças,PR,481.840
"4121604",Renascença,PR,425.273
"4121703",Reserva,PR,1635.522
"4121752",Reserva do Iguaçu,PR,834.232
"4121802",Ribeirão Claro,PR,629.224
"4121901",Ribeirão do Pinhal,PR,374.732
"4122008",Rio Azul,PR,599.056
"4122107",Rio Bom,PR,177.836
"4122156",Rio Bonito do Iguaçu,PR,681.406
"4122172",Rio Branco do Ivaí,PR,382.329
"4122206",Rio Branco do Sul,PR,812.288
"4122305",Rio Negro,PR,604.138
"4122404",Rolândia,PR,459.024
"4122503",Roncador,PR,742.121
"4122602",Rondon,PR,555.125
"4122651",Rosário do Ivaí,PR,371.250
"4122701",Sabáudia,PR,190.329
"4122800",Salgado Filho,PR,189.315
"4122909",Salto do Itararé,PR,200.520
"4123006",Salto do Lontra,PR,312.717
"4123105",Santa Amélia,PR,78.045
"4123204",Santa Cecília do Pavão,PR,110.199
"4123303",Santa Cruz de Monte Castelo,PR,442.013
"4123402",Santa Fé,PR,276.241
"4123501",Santa Helena,PR,754.701
"4123600",Santa Inês,PR,156.935
"4123709",Santa Isabel do Ivaí,PR,349.497
"4123808",Santa Izabel do Oeste,PR,321.182
"4123824",Santa Lúcia,PR,116.858
"4123857",Santa Maria do Oeste,PR,836.669
"4123907",Santa Mariana,PR,427.193
"4123956",Santa Mônica,PR,259.957
"4124004",Santana do Itararé,PR,251.269
"4124020",Santa Tereza do Oeste,PR,326.190
"4124053",Santa Terezinha de Itaipu,PR,259.393
"4124103",Santo Antônio da Platina,PR,721.472
"4124202",Santo Antônio do Caiuá,PR,219.068
"4124301",Santo Antônio do Paraíso,PR,165.904
"4124400",Santo Antônio do Sudoeste,PR,325.651
"4124509",Santo Inácio,PR,280.133
"4124608",São Carlos do Ivaí,PR,225.079
"4124707",São Jerônimo da Serra,PR,823.774
"4124806",São João,PR,388.059
"4124905",São João do Caiuá,PR,304.413
"4125001",São João do Ivaí,PR,353.331
"4125100",São João do Triunfo,PR,720.407
"4125209",São Jorge d'Oeste,PR,379.545
"4125308",São Jorge do Ivaí,PR,315.088
"4125357",São Jorge do Patrocínio,PR,404.690
"4125407",São José da Boa Vista,PR,399.667
"4125456",São José das Palmeiras,PR,182.419
"4125506",São José dos Pinhais,PR,946.435
"4125555",São Manoel do Paraná,PR,95.381
"4125605",São Mateus do Sul,PR,1341.714
"4125704",São Miguel do Iguaçu,PR,851.917
"4125753",São Pedro do Iguaçu,PR,308.324
"4125803",São Pedro do Ivaí,PR,322.692
"4125902",São Pedro do Paraná,PR,250.654
"4126009",São Sebastião da Amoreira,PR,227.982
"4126108",São Tomé,PR,218.623
"4126207",Sapopema,PR,677.609
"4126256",Sarandi,PR,103.501
"4126272",Saudade do Iguaçu,PR,152.084
"4126306",Sengés,PR,1441.333
"4126355",Serranópolis do Iguaçu,PR,482.394
"4126405",Sertaneja,PR,444.492
"4126504",Sertanópolis,PR,505.532
"4126603",Siqueira Campos,PR,278.035
"4126652",Sulina,PR,170.759
"4126678",Tamarana,PR,472.155
"4126702",Tamboara,PR,193.346
"4126801",Tapejara,PR,591.399
"4126900",Tapira,PR,434.371
"4127007",Teixeira Soares,PR,902.793
"4127106",Telêmaco Borba,PR,1382.860
"4127205",Terra Boa,PR,320.850
"4127304",Terra Rica,PR,700.599
"4127403",Terra Roxa,PR,800.807
"4127502",Tibagi,PR,2951.567
"4127601",Tijucas do Sul,PR,671.889
"4127700",Toledo,PR,1196.756
"4127809",Tomazina,PR,591.438
"4127858",Três Barras do Paraná,PR,504.171
"4127882",Tunas do Paraná,PR,668.478
"4127908",Tuneiras do Oeste,PR,698.871
"4127957",Tupãssi,PR,299.769
"4127965",Turvo,PR,938.966
"4128005",Ubiratã,PR,652.581
"4128104",Umuarama,PR,1234.537
"4128203",União da Vitória,PR,719.998
"4128302",Uniflor,PR,94.819
"4128401",Uraí,PR,237.810
"4128500",Wenceslau Braz,PR,397.916
"4128534",Ventania,PR,819.334
"4128559",Vera Cruz do Oeste,PR,327.090
"4128609",Verê,PR,311.801
"4128625",Alto Paraíso,PR,967.772
"4128633",Doutor Ulysses,PR,777.482
"4128658",Virmond,PR,243.173
"4128708",Vitorino,PR,308.218
"4128807",Xambrê,PR,359.712
"4200051",Abdon Batista,SC,237.517
"4200101",Abelardo Luz,SC,953.992
"4200200",Agrolândia,SC,206.815
"4200309",Agronômica,SC,129.774
"4200408",Água Doce,SC,1319.137
"4200507",Águas de Chapecó,SC,139.511
"4200556",Águas Frias,SC,76.631
"4200606",Águas Mornas,SC,326.660
"4200705",Alfredo Wagner,SC,733.489
"4200754",Alto Bela Vista,SC,103.433
"4200804",Anchieta,SC,232.348
"4200903",Angelina,SC,499.998
"4201000",Anita Garibaldi,SC,589.812
"4201109",Anitápolis,SC,540.636
"4201208",Antônio Carlos,SC,234.422
"4201257",Apiúna,SC,493.490
"4201273",Arabutã,SC,132.779
"4201307",Araquari,SC,386.693
"4201406",Araranguá,SC,301.819
"4201505",Armazém,SC,173.958
"4201604",Arroio Trinta,SC,93.530
"4201653",Arvoredo,SC,90.503
"4201703",Ascurra,SC,112.884
"4201802",Atalanta,SC,94.383
"4201901",Aurora,SC,207.045
"4201950",Balneário Arroio do Silva,SC,94.477
"4202008",Balneário Camboriú,SC,45.214
"4202057",Balneário Barra do Sul,SC,108.914
"4202073",Balneário Gaivota,SC,146.834
"4202081",Bandeirante,SC,148.074
"4202099",Barra Bonita,SC,92.561
"4202107",Barra Velha,SC,138.947
"4202131",Bela Vista do Toldo,SC,535.682
"4202156",Belmonte,SC,93.852
"4202206",Benedito Novo,SC,388.291
"4202305",Biguaçu,SC,365.755
"4202404",Blumenau,SC,518.619
"4202438",Bocaina do Sul,SC,510.673
"4202453",Bombinhas,SC,35.143
"4202503",Bom Jardim da Serra,SC,938.516
"4202537",Bom Jesus,SC,63.883
"4202578",Bom Jesus do Oeste,SC,67.777
"4202602",Bom Retiro,SC,1057.034
"4202701",Botuverá,SC,296.256
"4202800",Braço do Norte,SC,212.045
"4202859",Braço do Trombudo,SC,89.411
"4202875",Brunópolis,SC,336.439
"4202909",Brusque,SC,284.675
"4203006",Caçador,SC,983.424
"4203105",Caibi,SC,173.079
"4203154",Calmon,SC,636.208
"4203204",Camboriú,SC,210.568
"4203253",Capão Alto,SC,1331.962
"4203303",Campo Alegre,SC,499.216
"4203402",Campo Belo do Sul,SC,1025.638
"4203501",Campo Erê,SC,479.161
"4203600",Campos Novos,SC,1717.697
"4203709",Canelinha,SC,151.008
"4203808",Canoinhas,SC,1148.036
"4203907",Capinzal,SC,244.057
"4203956",Capivari de Baixo,SC,53.222
"4204004",Catanduvas,SC,199.166
"4204103",Caxambu do Sul,SC,140.873
"4204152",Celso Ramos,SC,208.391
"4204178",Cerro Negro,SC,418.544
"4204194",Chapadão do Lageado,SC,124.866
"4204202",Chapecó,SC,624.846
"4204251",Cocal do Sul,SC,70.965
"4204301",Concórdia,SC,799.194
"4204350",Cordilheira Alta,SC,83.556
"4204400",Coronel Freitas,SC,233.698
"4204459",Coronel Martins,SC,107.502
"4204509",Corupá,SC,405.761
"4204558",Correia Pinto,SC,647.388
"4204608",Criciúma,SC,234.865
"4204707",Cunha Porã,SC,220.099
"4204756",Cunhataí,SC,54.811
"4204806",Curitibanos,SC,949.865
"4204905",Descanso,SC,287.057
"4205001",Dionísio Cerqueira,SC,378.843
"4205100",Dona Emma,SC,178.157
"4205159",Doutor Pedrinho,SC,374.205
"4205175",Entre Rios,SC,103.888
"4205191",Ermo,SC,65.311
"4205209",Erval Velho,SC,208.841
"4205308",Faxinal dos Guedes,SC,340.070
"4205357",Flor do Sertão,SC,58.457
"4205407",Florianópolis,SC,674.844
"4205431",Formosa do Sul,SC,100.408
"4205456",Forquilhinha,SC,183.351
"4205506",Fraiburgo,SC,549.188
"4205555",Frei Rogério,SC,158.775
"4205605",Galvão,SC,139.836
"4205704",Garopaba,SC,114.773
"4205803",Garuva,SC,503.595
"4205902",Gaspar,SC,386.616
"4206009",Governador Celso Ramos,SC,127.556
"4206108",Grão-Pará,SC,334.362
"4206207",Gravatal,SC,165.718
"4206306",Guabiruba,SC,172.173
"4206405",Guaraciaba,SC,331.766
"4206504",Guaramirim,SC,267.514
"4206603",Guarujá do Sul,SC,100.630
"4206652",Guatambú,SC,206.196
"4206702",Herval d'Oeste,SC,216.581
"4206751",Ibiam,SC,146.009
"4206801",Ibicaré,SC,156.439
"4206900",Ibirama,SC,247.102
"4207007",Içara,SC,230.393
"4207106",Ilhota,SC,253.024
"4207205",Imaruí,SC,542.238
"4207304",Imbituba,SC,181.577
"4207403",Imbuia,SC,119.113
"4207502",Indaial,SC,430.799
"4207577",Iomerê,SC,113.986
"4207601",Ipira,SC,155.651
"4207650",Iporã do Oeste,SC,200.960
"4207684",Ipuaçu,SC,261.081
"4207700",Ipumirim,SC,245.921
"4207759",Iraceminha,SC,165.147
"4207809",Irani,SC,325.862
"4207858",Irati,SC,77.912
"4207908",Irineópolis,SC,589.698
"4208005",Itá,SC,166.265
"4208104",Itaiópolis,SC,1297.543
"4208203",Itajaí,SC,289.215
"4208302",Itapema,SC,58.210
"4208401",Itapiranga,SC,281.782
"4208450",Itapoá,SC,245.394
"4208500",Ituporanga,SC,336.588
"4208609",Jaborá,SC,182.483
"4208708",Jacinto Machado,SC,430.704
"4208807",Jaguaruna,SC,326.362
"4208906",Jaraguá do Sul,SC,530.894
"4208955",Jardinópolis,SC,68.499
"4209003",Joaçaba,SC,241.637
"4209102",Joinville,SC,1127.946
"4209151",José Boiteux,SC,405.552
"4209177",Jupiá,SC,91.448
"4209201",Lacerdópolis,SC,69.036
"4209300",Lages,SC,2637.660
"4209409",Laguna,SC,333.260
"4209458",Lajeado Grande,SC,65.348
"4209508",Laurentino,SC,79.333
"4209607",Lauro Müller,SC,271.852
"4209706",Lebon Régis,SC,941.640
"4209805",Leoberto Leal,SC,293.600
"4209854",Lindóia do Sul,SC,190.171
"4209904",Lontras,SC,197.586
"4210001",Luiz Alves,SC,260.106
"4210035",Luzerna,SC,117.099
"4210050",Macieira,SC,261.208
"4210100",Mafra,SC,1404.084
"4210209",Major Gercino,SC,306.058
"4210308",Major Vieira,SC,520.816
"4210407",Maracajá,SC,62.902
"4210506",Maravilha,SC,170.339
"4210555",Marema,SC,104.184
"4210605",Massaranduba,SC,374.459
"4210704",Matos Costa,SC,435.391
"4210803",Meleiro,SC,186.439
"4210852",Mirim Doce,SC,337.991
"4210902",Modelo,SC,92.346
"4211009",Mondaí,SC,200.276
"4211058",Monte Carlo,SC,191.278
"4211108",Monte Castelo,SC,560.743
"4211207",Morro da Fumaça,SC,82.818
"4211256",Morro Grande,SC,260.143
"4211306",Navegantes,SC,111.377
"4211405",Nova Erechim,SC,65.087
"4211454",Nova Itaberaba,SC,137.388
"4211504",Nova Trento,SC,402.852
"4211603",Nova Veneza,SC,295.061
"4211652",Novo Horizonte,SC,151.722
"4211702",Orleans,SC,549.859
"4211751",Otacílio Costa,SC,847.253
"4211801",Ouro,SC,213.543
"4211850",Ouro Verde,SC,188.568
"4211876",Paial,SC,86.048
"4211892",Painel,SC,738.331
"4211900",Palhoça,SC,394.850
"4212007",Palma Sola,SC,330.878
"4212056",Palmeira,SC,289.097
"4212106",Palmitos,SC,351.051
"4212205",Papanduva,SC,764.737
"4212239",Paraíso,SC,180.338
"4212254",Passo de Torres,SC,92.638
"4212270",Passos Maia,SC,617.092
"4212304",Paulo Lopes,SC,446.165
"4212403",Pedras Grandes,SC,159.891
"4212502",Penha,SC,57.752
"4212601",Peritiba,SC,96.168
"4212650",Pescaria Brava,SC,106.853
"4212700",Petrolândia,SC,306.760
"4212809",Balneário Piçarras,SC,99.355
"4212908",Pinhalzinho,SC,128.726
"4213005",Pinheiro Preto,SC,61.011
"4213104",Piratuba,SC,146.088
"4213153",Planalto Alegre,SC,63.100
"4213203",Pomerode,SC,214.299
"4213302",Ponte Alta,SC,575.170
"4213351",Ponte Alta do Norte,SC,396.882
"4213401",Ponte Serrada,SC,560.731
"4213500",Porto Belo,SC,93.673
"4213609",Porto União,SC,848.779
"4213708",Pouso Redondo,SC,356.539
"4213807",Praia Grande,SC,284.360
"4213906",Presidente Castello Branco,SC,65.433
"4214003",Presidente Getúlio,SC,297.160
"4214102",Presidente Nereu,SC,224.748
"4214151",Princesa,SC,85.598
"4214201",Quilombo,SC,278.983
"4214300",Rancho Queimado,SC,286.461
"4214409",Rio das Antas,SC,314.913
"4214508",Rio do Campo,SC,502.095
"4214607",Rio do Oeste,SC,245.057
"4214706",Rio dos Cedros,SC,555.473
"4214805",Rio do Sul,SC,260.817
"4214904",Rio Fortuna,SC,302.390
"4215000",Rio Negrinho,SC,907.420
"4215059",Rio Rufino,SC,282.571
"4215075",Riqueza,SC,191.061
"4215109",Rodeio,SC,129.001
"4215208",Romelândia,SC,223.333
"4215307",Salete,SC,177.887
"4215356",Saltinho,SC,156.568
"4215406",Salto Veloso,SC,104.531
"4215455",Sangão,SC,82.984
"4215505",Santa Cecília,SC,1145.845
"4215554",Santa Helena,SC,81.004
"4215604",Santa Rosa de Lima,SC,203.218
"4215653",Santa Rosa do Sul,SC,150.299
"4215679",Santa Terezinha,SC,715.551
"4215687",Santa Terezinha do Progresso,SC,119.653
"4215695",Santiago do Sul,SC,73.335
"4215703",Santo Amaro da Imperatriz,SC,344.235
"4215752",São Bernardino,SC,149.891
"4215802",São Bento do Sul,SC,495.772
"4215901",São Bonifácio,SC,461.438
"4216008",São Carlos,SC,162.120
"4216057",São Cristóvão do Sul,SC,345.903
"4216107",São Domingos,SC,367.525
"4216206",São Francisco do Sul,SC,493.266
"4216255",São João do Oeste,SC,163.747
"4216305",São João Batista,SC,200.765
"4216354",São João do Itaperiú,SC,151.885
"4216404",São João do Sul,SC,184.375
"4216503",São Joaquim,SC,1888.634
"4216602",São José,SC,150.499
"4216701",São José do Cedro,SC,280.760
"4216800",São José do Cerrito,SC,948.714
"4216909",São Lourenço do Oeste,SC,356.193
"4217006",São Ludgero,SC,106.765
"4217105",São Martinho,SC,224.566
"4217154",São Miguel da Boa Vista,SC,72.755
"4217204",São Miguel do Oeste,SC,234.202
"4217253",São Pedro de Alcântara,SC,139.196
"4217303",Saudades,SC,205.781
"4217402",Schroeder,SC,165.237
"4217501",Seara,SC,309.627
"4217550",Serra Alta,SC,90.564
"4217600",Siderópolis,SC,262.004
"4217709",Sombrio,SC,143.457
"4217758",Sul Brasil,SC,113.125
"4217808",Taió,SC,693.847
"4217907",Tangará,SC,390.044
"4217956",Tigrinhos,SC,56.962
"4218004",Tijucas,SC,279.159
"4218103",Timbé do Sul,SC,328.507
"4218202",Timbó,SC,128.313
"4218251",Timbó Grande,SC,596.344
"4218301",Três Barras,SC,436.496
"4218350",Treviso,SC,156.610
"4218400",Treze de Maio,SC,159.833
"4218509",Treze Tílias,SC,185.937
"4218608",Trombudo Central,SC,109.648
"4218707",Tubarão,SC,301.485
"4218756",Tunápolis,SC,132.939
"4218806",Turvo,SC,235.104
"4218855",União do Oeste,SC,92.857
"4218905",Urubici,SC,1021.371
"4218954",Urupema,SC,350.472
"4219002",Urussanga,SC,254.954
"4219101",Vargeão,SC,166.685
"4219150",Vargem,SC,350.606
"4219176",Vargem Bonita,SC,299.807
"4219200",Vidal Ramos,SC,346.932
"4219309",Videira,SC,384.127
"4219358",Vitor Meireles,SC,370.414
"4219408",Witmarsum,SC,153.776
"4219507",Xanxerê,SC,377.426
"4219606",Xavantina,SC,218.032
"4219705",Xaxim,SC,293.628
"4219853",Zortéa,SC,190.179
"4220000",Balneário Rincão,SC,63.420
"4300034",Aceguá,RS,1551.339
"4300059",Água Santa,RS,291.503
"4300109",Agudo,RS,534.624
"4300208",Ajuricaba,RS,322.674
"4300307",Alecrim,RS,316.394
"4300406",Alegrete,RS,7800.428
"4300455",Alegria,RS,172.794
"4300471",Almirante Tamandaré do Sul,RS,265.042
"4300505",Alpestre,RS,325.979
"4300554",Alto Alegre,RS,115.335
"4300570",Alto Feliz,RS,78.846
"4300604",Alvorada,RS,71.700
"4300638",Amaral Ferrador,RS,505.983
"4300646",Ametista do Sul,RS,93.704
"4300661",André da Rocha,RS,331.227
"4300703",Anta Gorda,RS,242.260
"4300802",Antônio Prado,RS,348.132
"4300851",Arambaré,RS,518.193
"4300877",Araricá,RS,35.391
"4300901",Aratiba,RS,342.279
"4301008",Arroio do Meio,RS,157.088
"4301057",Arroio do Sal,RS,119.163
"4301073",Arroio do Padre,RS,124.693
"4301107",Arroio dos Ratos,RS,425.791
"4301206",Arroio do Tigre,RS,315.132
"4301305",Arroio Grande,RS,2508.545
"4301404",Arvorezinha,RS,270.241
"4301503",Augusto Pestana,RS,348.231
"4301552",Áurea,RS,156.727
"4301602",Bagé,RS,4090.360
"4301636",Balneário Pinhal,RS,102.386
"4301651",Barão,RS,124.113
"4301701",Barão de Cotegipe,RS,260.505
"4301750",Barão do Triunfo,RS,436.101
"4301800",Barracão,RS,515.469
"4301859",Barra do Guarita,RS,62.801
"4301875",Barra do Quaraí,RS,1055.937
"4301909",Barra do Ribeiro,RS,729.316
"4301925",Barra do Rio Azul,RS,146.995
"4301958",Barra Funda,RS,60.437
"4302006",Barros Cassal,RS,647.994
"4302055",Benjamin Constant do Sul,RS,132.351
"4302105",Bento Gonçalves,RS,273.576
"4302154",Boa Vista das Missões,RS,196.064
"4302204",Boa Vista do Buricá,RS,109.541
"4302220",Boa Vista do Cadeado,RS,701.221
"4302238",Boa Vista do Incra,RS,504.114
"4302253",Boa Vista do Sul,RS,92.956
"4302303",Bom Jesus,RS,2622.837
"4302352",Bom Princípio,RS,88.774
"4302378",Bom Progresso,RS,89.206
"4302402",Bom Retiro do Sul,RS,102.540
"4302451",Boqueirão do Leão,RS,265.952
"4302501",Bossoroca,RS,1610.056
"4302584",Bozano,RS,200.497
"4302600",Braga,RS,132.044
"4302659",Brochier,RS,105.353
"4302709",Butiá,RS,752.187
"4302808",Caçapava do Sul,RS,3047.113
"4302907",Cacequi,RS,2373.507
"4303004",Cachoeira do Sul,RS,3736.158
"4303103",Cachoeirinha,RS,43.778
"4303202",Cacique Doble,RS,204.055
"4303301",Caibaté,RS,261.303
"4303400",Caiçara,RS,189.160
"4303509",Camaquã,RS,1680.168
"4303558",Camargo,RS,138.069
"4303608",Cambará do Sul,RS,1181.811
"4303673",Campestre da Serra,RS,537.994
"4303707",Campina das Missões,RS,224.801
"4303806",Campinas do Sul,RS,276.162
"4303905",Campo Bom,RS,60.579
"4304002",Campo Novo,RS,220.719
"4304101",Campos Borges,RS,226.202
"4304200",Candelária,RS,944.058
"4304309",Cândido Godói,RS,247.047
"4304358",Candiota,RS,933.628
"4304408",Canela,RS,253.002
"4304507",Canguçu,RS,3526.253
"4304606",Canoas,RS,130.789
"4304614",Canudos do Vale,RS,82.908
"4304622",Capão Bonito do Sul,RS,526.850
"4304630",Capão da Canoa,RS,98.290
"4304655",Capão do Cipó,RS,1007.796
"4304663",Capão do Leão,RS,783.624
"4304671",Capivari do Sul,RS,412.889
"4304689",Capela de Santana,RS,182.595
"4304697",Capitão,RS,73.967
"4304705",Carazinho,RS,666.694
"4304713",Caraá,RS,294.456
"4304804",Carlos Barbosa,RS,230.680
"4304853",Carlos Gomes,RS,83.155
"4304903",Casca,RS,272.041
"4304952",Caseiros,RS,235.863
"4305009",Catuípe,RS,583.184
"4305108",Caxias do Sul,RS,1652.308
"4305116",Centenário,RS,134.230
"4305124",Cerrito,RS,451.699
"4305132",Cerro Branco,RS,158.025
"4305157",Cerro Grande,RS,73.438
"4305173",Cerro Grande do Sul,RS,324.908
"4305207",Cerro Largo,RS,176.643
"4305306",Chapada,RS,684.247
"4305355",Charqueadas,RS,217.362
"4305371",Charrua,RS,198.748
"4305405",Chiapetta,RS,397.179
"4305439",Chuí,RS,202.387
"4305447",Chuvisca,RS,220.471
"4305454",Cidreira,RS,243.420
"4305504",Ciríaco,RS,274.350
"4305587",Colinas,RS,60.732
"4305603",Colorado,RS,286.295
"4305702",Condor,RS,463.568
"4305801",Constantina,RS,203.614
"4305835",Coqueiro Baixo,RS,112.439
"4305850",Coqueiros do Sul,RS,277.147
"4305871",Coronel Barros,RS,163.684
"4305900",Coronel Bicaco,RS,492.303
"4305934",Coronel Pilar,RS,105.447
"4305959",Cotiporã,RS,173.207
"4305975",Coxilha,RS,422.101
"4306007",Crissiumal,RS,362.194
"4306056",Cristal,RS,682.138
"4306072",Cristal do Sul,RS,97.077
"4306106",Cruz Alta,RS,1360.548
"4306130",Cruzaltense,RS,166.883
"4306205",Cruzeiro do Sul,RS,155.058
"4306304",David Canabarro,RS,174.734
"4306320",Derrubadas,RS,360.851
"4306353",Dezesseis de Novembro,RS,217.363
"4306379",Dilermando de Aguiar,RS,600.518
"4306403",Dois Irmãos,RS,66.114
"4306429",Dois Irmãos das Missões,RS,226.072
"4306452",Dois Lajeados,RS,133.535
"4306502",Dom Feliciano,RS,1355.195
"4306551",Dom Pedro de Alcântara,RS,78.219
"4306601",Dom Pedrito,RS,5194.051
"4306700",Dona Francisca,RS,114.149
"4306734",Doutor Maurício Cardoso,RS,255.731
"4306759",Doutor Ricardo,RS,107.976
"4306767",Eldorado do Sul,RS,509.614
"4306809",Encantado,RS,140.006
"4306908",Encruzilhada do Sul,RS,3348.447
"4306924",Engenho Velho,RS,71.191
"4306932",Entre-Ijuís,RS,552.986
"4306957",Entre Rios do Sul,RS,119.912
"4306973",Erebango,RS,152.793
"4307005",Erechim,RS,429.164
"4307054",Ernestina,RS,238.558
"4307104",Herval,RS,1759.717
"4307203",Erval Grande,RS,285.677
"4307302",Erval Seco,RS,357.181
"4307401",Esmeralda,RS,829.587
"4307450",Esperança do Sul,RS,148.909
"4307500",Espumoso,RS,783.642
"4307559",Estação,RS,99.757
"4307609",Estância Velha,RS,51.779
"4307708",Esteio,RS,27.676
"4307807",Estrela,RS,185.026
"4307815",Estrela Velha,RS,281.613
"4307831",Eugênio de Castro,RS,418.069
"4307864",Fagundes Varela,RS,134.295
"4307906",Farroupilha,RS,361.372
"4308003",Faxinal do Soturno,RS,169.514
"4308052",Faxinalzinho,RS,143.321
"4308078",Fazenda Vilanova,RS,84.794
"4308102",Feliz,RS,94.832
"4308201",Flores da Cunha,RS,276.231
"4308250",Floriano Peixoto,RS,168.521
"4308300",Fontoura Xavier,RS,583.465
"4308409",Formigueiro,RS,578.875
"4308433",Forquetinha,RS,93.275
"4308458",Fortaleza dos Valos,RS,650.512
"4308508",Frederico Westphalen,RS,265.181
"4308607",Garibaldi,RS,167.559
"4308656",Garruchos,RS,803.737
"4308706",Gaurama,RS,204.428
"4308805",General Câmara,RS,510.010
"4308854",Gentil,RS,184.715
"4308904",Getúlio Vargas,RS,287.466
"4309001",Giruá,RS,857.059
"4309050",Glorinha,RS,323.955
"4309100",Gramado,RS,239.341
"4309126",Gramado dos Loureiros,RS,131.396
"4309159",Gramado Xavier,RS,217.515
"4309209",Gravataí,RS,468.288
"4309258",Guabiju,RS,146.925
"4309308",Guaíba,RS,376.166
"4309407",Guaporé,RS,297.545
"4309506",Guarani das Missões,RS,290.700
"4309555",Harmonia,RS,48.562
"4309571",Herveiras,RS,118.252
"4309605",Horizontina,RS,229.694
"4309654",Hulha Negra,RS,822.608
"4309704",Humaitá,RS,135.010
"4309753",Ibarama,RS,195.426
"4309803",Ibiaçá,RS,348.778
"4309902",Ibiraiaras,RS,292.160
"4309951",Ibirapuitã,RS,307.164
"4310009",Ibirubá,RS,607.185
"4310108",Igrejinha,RS,137.548
"4310207",Ijuí,RS,688.982
"4310306",Ilópolis,RS,118.144
"4310330",Imbé,RS,39.766
"4310363",Imigrante,RS,71.716
"4310405",Independência,RS,358.283
"4310413",Inhacorá,RS,113.749
"4310439",Ipê,RS,599.361
"4310462",Ipiranga do Sul,RS,158.710
"4310504",Iraí,RS,181.579
"4310538",Itaara,RS,172.801
"4310553",Itacurubi,RS,1120.874
"4310579",Itapuca,RS,184.673
"4310603",Itaqui,RS,3406.606
"4310652",Itati,RS,205.321
"4310702",Itatiba do Sul,RS,212.669
"4310751",Ivorá,RS,122.930
"4310801",Ivoti,RS,63.092
"4310850",Jaboticaba,RS,127.589
"4310876",Jacuizinho,RS,339.399
"4310900",Jacutinga,RS,178.009
"4311007",Jaguarão,RS,2051.845
"4311106",Jaguari,RS,675.314
"4311122",Jaquirana,RS,908.879
"4311130",Jari,RS,853.080
"4311155",Jóia,RS,1238.918
"4311205",Júlio de Castilhos,RS,1929.544
"4311239",Lagoa Bonita do Sul,RS,109.281
"4311254",Lagoão,RS,387.455
"4311270",Lagoa dos Três Cantos,RS,138.602
"4311304",Lagoa Vermelha,RS,1260.227
"4311403",Lajeado,RS,91.231
"4311429",Lajeado do Bugre,RS,67.947
"4311502",Lavras do Sul,RS,2600.969
"4311601",Liberato Salzano,RS,245.627
"4311627",Lindolfo Collor,RS,33.351
"4311643",Linha Nova,RS,63.502
"4311700",Machadinho,RS,335.198
"4311718",Maçambará,RS,1682.820
"4311734",Mampituba,RS,156.653
"4311759",Manoel Viana,RS,1390.696
"4311775",Maquiné,RS,613.328
"4311791",Maratá,RS,82.063
"4311809",Marau,RS,649.770
"4311908",Marcelino Ramos,RS,229.759
"4311981",Mariana Pimentel,RS,338.450
"4312005",Mariano Moro,RS,98.727
"4312054",Marques de Souza,RS,125.714
"4312104",Mata,RS,316.121
"4312138",Mato Castelhano,RS,238.268
"4312153",Mato Leitão,RS,46.799
"4312179",Mato Queimado,RS,114.653
"4312203",Maximiliano de Almeida,RS,208.439
"4312252",Minas do Leão,RS,424.339
"4312302",Miraguaí,RS,131.236
"4312351",Montauri,RS,82.230
"4312377",Monte Alegre dos Campos,RS,549.456
"4312385",Monte Belo do Sul,RS,69.726
"4312401",Montenegro,RS,424.846
"4312427",Mormaço,RS,146.191
"4312443",Morrinhos do Sul,RS,166.224
"4312450",Morro Redondo,RS,244.645
"4312476",Morro Reuter,RS,89.412
"4312500",Mostardas,RS,1977.442
"4312609",Muçum,RS,111.247
"4312617",Muitos Capões,RS,1193.717
"4312625",Muliterno,RS,111.132
"4312658",Não-Me-Toque,RS,361.689
"4312674",Nicolau Vergueiro,RS,154.995
"4312708",Nonoai,RS,468.962
"4312757",Nova Alvorada,RS,148.861
"4312807",Nova Araçá,RS,75.514
